,price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price,type,precise_location,date_sold,distance_from_city_center
6437,1 695 000 kr,-545 000 kr (-32 %),Fritidsboende,Äganderätt,,77 m²,,,2 883 m²,1955,,,,"Fritidsboende - Lågarö, Norrtälje kommun - Såld 31 augusti 2018",Stockholm,1 150 000 kr,fritidshus,"Lågarö, Norrtälje kommun", 31 augusti 2018,68.07130921832866
6438,250 000 kr,-10 000 kr (-4 %),Fritidsboende,Äganderätt,3 rum,88 m²,35 m²,,,,,,,"Fritidsboende - MÖRKÖ, Södertälje kommun - Såld 29 augusti 2018",Stockholm,240 000 kr,fritidshus,"MÖRKÖ, Södertälje kommun", 29 augusti 2018,44.63192997479822
6439,875 000 kr,-50 000 kr (-6 %),Fritidsboende,Äganderätt,2 rum,27 m²,4 m²,,376 m²,1963,12 436 kr/år,,,"Fritidsboende - Lissma, Huddinge kommun - Såld 29 augusti 2018",Stockholm,825 000 kr,fritidshus,"Lissma, Huddinge kommun", 29 augusti 2018,16.713569760717988
6440,2 395 000 kr,-295 000 kr (-12 %),Fritidsboende,Äganderätt,3 rum,42 m²,,,2 602 m²,1963,6 800 kr/år,,,"Fritidsboende - Adelsö, Ekerö kommun - Såld 29 augusti 2018",Stockholm,2 100 000 kr,fritidshus,"Adelsö, Ekerö kommun", 29 augusti 2018,32.958703536087846
6441,1 495 000 kr,-295 000 kr (-20 %),Fritidsboende,Äganderätt,4 rum,58 m²,,,3 560 m²,1962,3 900 kr/år,,,"Fritidsboende - Fågelön / Drottningholm, Ekerö kommun - Såld 27 augusti 2018",Stockholm,1 200 000 kr,fritidshus,"Fågelön / Drottningholm, Ekerö kommun", 27 augusti 2018,10.462019508044385
6442,2 150 000 kr,-50 000 kr (-2 %),Vinterbonat fritidshus,Äganderätt,3 rum,62 m²,,,3 078 m²,1978,25 314 kr/år,,,"Vinterbonat fritidshus - Nykvarn, Nykvarns kommun - Såld 26 augusti 2018",Stockholm,2 100 000 kr,fritidshus,"Nykvarn, Nykvarns kommun", 26 augusti 2018,40.051821313727956
6443,675 000 kr,-25 000 kr (-4 %),Fritidsboende,Äganderätt,2 rum,37 m²,,,2 515 m²,1970,12 300 kr/år,,,"Fritidsboende - Frubol, Norrtälje kommun - Såld 25 augusti 2018",Stockholm,650 000 kr,fritidshus,"Frubol, Norrtälje kommun", 25 augusti 2018,52.88155582996581
6444,1 500 000 kr,-100 000 kr (-7 %),Fritidsboende,Äganderätt,3 rum,50 m²,,,2 000 m²,ca 1961,,,,"Fritidsboende - Södertälje, Södertälje kommun - Såld 24 augusti 2018",Stockholm,1 400 000 kr,fritidshus,"Södertälje, Södertälje kommun", 24 augusti 2018,29.098066677215986
6445,1 750 000 kr,-450 000 kr (-26 %),Fritidsboende,Äganderätt,3 rum,48 m²,,,2 009 m²,1980,11 500 kr/år,,,"Fritidsboende - Nämdö, Värmdö kommun - Såld 22 augusti 2018",Stockholm,1 300 000 kr,fritidshus,"Nämdö, Värmdö kommun", 22 augusti 2018,38.479956186826925
6446,1 600 000 kr,-60 000 kr (-4 %),Fritidsboende,Äganderätt,4 rum,62 m²,,,2 203 m²,1970,15 416 kr/år,,,"Fritidsboende - Marsbacken, Norrtälje kommun - Såld 18 augusti 2018",Stockholm,1 540 000 kr,fritidshus,"Marsbacken, Norrtälje kommun", 18 augusti 2018,76.669254279186
6447,995 000 kr,-125 000 kr (-13 %),Fritidsboende,Äganderätt,2 rum,51 m²,,,2 059 m²,1970,8 300 kr/år,,,"Fritidsboende - Korrnäs/Herräng, Norrtälje kommun - Såld 17 augusti 2018",Stockholm,870 000 kr,fritidshus,"Korrnäs/Herräng, Norrtälje kommun", 17 augusti 2018,95.29333183923114
6448,2 495 000 kr,-180 000 kr (-7 %),Vinterbonat fritidshus,Äganderätt,3 rum,85 m²,,,1 228 m²,1978,41 322 kr/år,,,"Vinterbonat fritidshus - Bergshamra - Enviken, Norrtälje kommun - Såld 17 augusti 2018",Stockholm,2 315 000 kr,fritidshus,"Enviken, Norrtälje kommun", 17 augusti 2018,45.90376140600314
6449,995 000 kr,-60 000 kr (-6 %),Fritidsboende,Äganderätt,3 rum,50 m²,,,1 500 m²,1972,7 361 kr/år,,,"Fritidsboende - Tuna, Södertälje kommun - Såld 16 augusti 2018",Stockholm,935 000 kr,fritidshus,"Tuna, Södertälje kommun", 16 augusti 2018,33.20596010398592
6450,1 200 000 kr,-50 000 kr (-4 %),Fritidsboende,Äganderätt,4 rum,62 m²,,,1 932 m²,1969,11 210 kr/år,,,"Fritidsboende - Korgil, Norrtälje kommun - Såld 16 augusti 2018",Stockholm,1 150 000 kr,fritidshus,"Korgil, Norrtälje kommun", 16 augusti 2018,95.30727707802592
6451,750 000 kr,-165 000 kr (-22 %),Fritidsboende,Äganderätt,3 rum,38 m²,,,,ca 1750,1 100 kr/år,,,"Fritidsboende - Lillsved, Värmdö kommun - Såld 14 augusti 2018",Stockholm,585 000 kr,fritidshus,"Lillsved, Värmdö kommun", 14 augusti 2018,26.13016044515292
6452,500 000 kr,-205 000 kr (-41 %),Fritidsboende,Äganderätt,1 rum,,,,1 500 m²,,,,,"Fritidsboende - Stadan fritidsområde, Södertälje kommun - Såld 13 augusti 2018",Stockholm,295 000 kr,fritidshus,"Stadan fritidsområde, Södertälje kommun", 13 augusti 2018,not found
6453,2 990 000 kr,-90 000 kr (-3 %),Vinterbonat fritidshus,Äganderätt,2 rum,45 m²,,,4 063 m²,1953,6 432 kr/år,,,"Vinterbonat fritidshus - Strömma, Värmdö kommun - Såld 12 augusti 2018",Stockholm,2 900 000 kr,fritidshus,"Strömma, Värmdö kommun", 12 augusti 2018,27.371482281576643
6454,1 695 000 kr,-270 000 kr (-16 %),Fritidsboende,Äganderätt,2 rum,26 m²,,,343 m²,1990,19 838 kr/år,,,"Fritidsboende - Lövsättra, Vallentuna kommun - Såld 10 augusti 2018",Stockholm,1 425 000 kr,fritidshus,"Lövsättra, Vallentuna kommun", 10 augusti 2018,20.059618952402303
6455,1 100 000 kr,-100 000 kr (-9 %),Fritidsboende,Äganderätt,2 rum,35 m²,,,3 028 m²,,7 650 kr/år,,,"Fritidsboende - Tolka, Norrtälje kommun - Såld 10 augusti 2018",Stockholm,1 000 000 kr,fritidshus,"Tolka, Norrtälje kommun", 10 augusti 2018,60.70480763502802
6456,3 200 000 kr,-100 000 kr (-3 %),Fritidsboende,Äganderätt,3 rum,75 m²,,,3 558 m²,1970,15 350 kr/år,,,"Fritidsboende - Tulka, Norrtälje kommun - Såld 10 augusti 2018",Stockholm,3 100 000 kr,fritidshus,"Tulka, Norrtälje kommun", 10 augusti 2018,90.25675576482945
6457,1 300 000 kr,-100 000 kr (-8 %),Fritidsboende,Äganderätt,3 rum,41 m²,,,3 353 m²,1967,8 050 kr/år,,,"Fritidsboende - Tulka, Norrtälje kommun - Såld 10 augusti 2018",Stockholm,1 200 000 kr,fritidshus,"Tulka, Norrtälje kommun", 10 augusti 2018,90.25675576482945
6458,1 895 000 kr,-245 000 kr (-13 %),Fritidsboende,Äganderätt,,24 m²,,,1 990 m²,1952,11 300 kr/år,,,"Fritidsboende - Tyresö, Tyresö kommun - Såld 10 augusti 2018",Stockholm,1 650 000 kr,fritidshus,"Tyresö, Tyresö kommun", 10 augusti 2018,16.532718300506904
6459,845 000 kr,-170 000 kr (-20 %),Fritidsboende,Äganderätt,2 rum,40 m²,,,1 500 m²,0,,,,"Fritidsboende - Stadan, Södertälje kommun - Såld 08 augusti 2018",Stockholm,675 000 kr,fritidshus,"Stadan, Södertälje kommun", 08 augusti 2018,33.141410441094784
6460,2 575 000 kr,-75 000 kr (-3 %),Fritidsboende,Äganderätt,"2,5 rum",60 m²,,,1 208 m²,1986,9 800 kr/år,,,"Fritidsboende - Färingsö Göholmen, Ekerö kommun - Såld 08 augusti 2018",Stockholm,2 500 000 kr,fritidshus,"Färingsö Göholmen, Ekerö kommun", 08 augusti 2018,29.372044228112443
6461,2 990 000 kr,-190 000 kr (-6 %),Fritidsboende,Äganderätt,,27 m²,,,1 927 m²,1972,16 500 kr/år,,,"Fritidsboende - Hässelmara, Värmdö kommun - Såld 03 augusti 2018",Stockholm,2 800 000 kr,fritidshus,"Hässelmara, Värmdö kommun", 03 augusti 2018,31.492602013968593
6462,10 500 000 kr,-2 700 000 kr (-26 %),Fritidsboende,Äganderätt,5 rum,124 m²,45 m²,,"1,4 ha",1909/2001,,,,"Fritidsboende - Mellanskärgården, Värmdö kommun - Såld 31 juli 2018",Stockholm,7 800 000 kr,fritidshus,"Mellanskärgården, Värmdö kommun", 31 juli 2018,29.307659839552077
6463,1 950 000 kr,-30 000 kr (-2 %),Vinterbonat fritidshus,Äganderätt,3 rum,60 m²,,,2 140 m²,1977,18 903 kr/år,,,"Vinterbonat fritidshus - Riala, Norrtälje kommun - Såld 30 juli 2018",Stockholm,1 920 000 kr,fritidshus,"Riala, Norrtälje kommun", 30 juli 2018,42.50178309725061
6464,1 295 000 kr,-95 000 kr (-7 %),Fritidsboende,Äganderätt,4 rum,82 m²,,,2 231 m²,1968,21 000 kr/år,,,"Fritidsboende - Grisslehamn, Norrtälje kommun - Såld 26 juli 2018",Stockholm,1 200 000 kr,fritidshus,"Grisslehamn, Norrtälje kommun", 26 juli 2018,95.53779032931175
6465,305 000 kr,-10 000 kr (-3 %),Fritidsboende,Äganderätt,2 rum,20 m²,5 m²,,300 m²,1979,1 559 kr/år,,,"Fritidsboende - Hovsjö, Södertälje kommun - Såld 25 juli 2018",Stockholm,295 000 kr,fritidshus,"Hovsjö, Södertälje kommun", 25 juli 2018,31.605585451873754
6466,3 100 000 kr,-425 000 kr (-14 %),Fritidsboende,Äganderätt,3 rum,38 m²,,,1 517 m²,1964,19 200 kr/år,,,"Fritidsboende - VAXHOLM, Vaxholms kommun - Såld 24 juli 2018",Stockholm,2 675 000 kr,fritidshus,"VAXHOLM, Vaxholms kommun", 24 juli 2018,17.21465698977472
6467,2 895 000 kr,-205 500 kr (-7 %),Fritidsboende,Äganderätt,5 rum,69 m²,30 m²,,2 633 m²,1972,17 090 kr/år,,,"Fritidsboende - Blidö, Norrtälje kommun - Såld 24 juli 2018",Stockholm,2 689 500 kr,fritidshus,"Blidö, Norrtälje kommun", 24 juli 2018,57.047126029448464
6468,3 295 000 kr,-95 000 kr (-3 %),Fritidsboende,Äganderätt,4 rum,62 m²,,,2 316 m²,1965,27 206 kr/år,,,"Fritidsboende - Ingarö Björkvik, Värmdö kommun - Såld 20 juli 2018",Stockholm,3 200 000 kr,fritidshus,"Ingarö Björkvik, Värmdö kommun", 20 juli 2018,29.06616217413679
6469,1 500 000 kr,-80 000 kr (-5 %),Fritidsboende,Äganderätt,3 rum,36 m²,,,2 431 m²,1967,20 140 kr/år,,,"Fritidsboende - Rådmansö - Rävsnäs, Norrtälje kommun - Såld 18 juli 2018",Stockholm,1 420 000 kr,fritidshus,"Rävsnäs, Norrtälje kommun", 18 juli 2018,73.93829741038743
6470,995 000 kr,-145 000 kr (-15 %),Fritidsboende,Äganderätt,3 rum,56 m²,,,2 734 m²,1976,,,,"Fritidsboende - Edsbro, Norrtälje kommun - Såld 18 juli 2018",Stockholm,850 000 kr,fritidshus,"Edsbro, Norrtälje kommun", 18 juli 2018,67.80986197061648
6471,2 495 000 kr,-395 000 kr (-16 %),Vinterbonat fritidshus,Äganderätt,6 rum,80 m²,80 m²,,2 101 m²,1973,34 823 kr/år,,,"Vinterbonat fritidshus - Östra Ledinge, Norrtälje kommun - Såld 18 juli 2018",Stockholm,2 100 000 kr,fritidshus,"Östra Ledinge, Norrtälje kommun", 18 juli 2018,47.62801956528363
6472,1 595 000 kr,-470 000 kr (-29 %),Vinterbonat fritidshus,Äganderätt,3 rum,55 m²,,,2 211 m²,1976,7 076 kr/år,,,"Vinterbonat fritidshus - Norrveda, Norrtälje kommun - Såld 18 juli 2018",Stockholm,1 125 000 kr,fritidshus,"Norrveda, Norrtälje kommun", 18 juli 2018,75.07728049781052
6473,1 595 000 kr,-270 000 kr (-17 %),Fritidsboende,Äganderätt,4 rum,50 m²,,,555 m²,1968,19 157 kr/år,,,"Fritidsboende - Lisö  Skärlinge, Nynäshamns kommun - Såld 16 juli 2018",Stockholm,1 325 000 kr,fritidshus,"Lisö  Skärlinge, Nynäshamns kommun", 16 juli 2018,49.35595318192319
6474,2 295 000 kr,-95 000 kr (-4 %),Fritidsboende,Äganderätt,4 rum,100 m²,,,2 826 m²,1966 tillbyggt 1975,19 900 kr/år,,,"Fritidsboende - Väddö, Norrtälje, Norrtälje kommun - Såld 15 juli 2018",Stockholm,2 200 000 kr,fritidshus,"Väddö, Norrtälje, Norrtälje kommun", 15 juli 2018,86.89101110970901
6475,1 895 000 kr,-15 000 kr (-1 %),Vinterbonat fritidshus,Äganderätt,3 rum,43 m²,,,1 977 m²,1976,19 400 kr/år,,,"Vinterbonat fritidshus - Tungelsta - Lilla Hållsättra, Haninge kommun - Såld 15 juli 2018",Stockholm,1 880 000 kr,fritidshus,"Lilla Hållsättra, Haninge kommun", 15 juli 2018,24.71716552228387
6476,950 000 kr,-110 000 kr (-12 %),Fritidsboende,Äganderätt,3 rum,48 m²,9 m²,,2 029 m²,1962,18 203 kr/år,,,"Fritidsboende - Ununge, Norrtälje kommun - Såld 13 juli 2018",Stockholm,840 000 kr,fritidshus,"Ununge, Norrtälje kommun", 13 juli 2018,72.90935219140974
6477,2 400 000 kr,-100 000 kr (-4 %),Fritidsboende,Äganderätt,3 rum,55 m²,,,2 809 m²,1979,12 803 kr/år,,,"Fritidsboende - Yxlan-Vagnsunda, Norrtälje kommun - Såld 13 juli 2018",Stockholm,2 300 000 kr,fritidshus,"Yxlan-Vagnsunda, Norrtälje kommun", 13 juli 2018,60.70480763502802
6478,525 000 kr,-100 000 kr (-19 %),Vinterbonat fritidshus,Äganderätt,1 rum,30 m²,,,281 m²,60-talet,1 000 kr/år,,,"Vinterbonat fritidshus - Saltsjö-Duvnäs, Nacka kommun - Såld 13 juli 2018",Stockholm,425 000 kr,fritidshus,"Saltsjö-Duvnäs, Nacka kommun", 13 juli 2018,7.924859880858431
6479,349 000 kr,-74 000 kr (-21 %),Fritidsboende,Äganderätt,2 rum,23 m²,,,300 m²,,1 320 kr/år,,,"Fritidsboende - Tveta, Södertälje kommun - Såld 11 juli 2018",Stockholm,275 000 kr,fritidshus,"Tveta, Södertälje kommun", 11 juli 2018,31.561827996350402
6480,850 000 kr,-100 000 kr (-12 %),Fritidsboende,Äganderätt,3 rum,50 m²,,,2 038 m²,1968,,,,"Fritidsboende - Källsmora, Norrtälje kommun - Såld 11 juli 2018",Stockholm,750 000 kr,fritidshus,"Källsmora, Norrtälje kommun", 11 juli 2018,41.64810972742738
