,price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price,type,precise_location,date_sold,distance_from_city_center
17617,8 250 000 kr,+250 000 kr (+3 %),Villa,Äganderätt,6 rum,129 m²,23 m²,,756 m²,1960,38 795 kr/år,,,"Villa - Ensta, Täby kommun - Såld 03 november 2023",Stockholm,8 500 000 kr,villa,"Ensta, Täby kommun", 03 november 2023,14.26702496446553
17618,4 495 000 kr,+105 000 kr (+2 %),Villa,Äganderätt,,137 m²,,,6 943 m²,1943,47 800 kr/år,Ja,,"Villa - Österhaninge, Haninge kommun - Såld 03 november 2023",Stockholm,4 600 000 kr,villa,"Österhaninge, Haninge kommun", 03 november 2023,22.68293017182527
17619,1 195 000 kr,+305 000 kr (+26 %),Villa,Äganderätt,3 rum,80 m²,13 m²,,2 198 m²,1964,22 400 kr/år,,,"Villa - Mölnbo, Södertälje kommun - Såld 03 november 2023",Stockholm,1 500 000 kr,villa,"Mölnbo, Södertälje kommun", 03 november 2023,48.5187170838877
17620,4 775 000 kr,+75 000 kr (+2 %),Villa,Tomträtt,5 rum,140 m²,,,713 m²,1973,24 800 kr/år,,,"Villa - Hässelby Södra Villastad, Stockholms kommun - Såld 02 november 2023",Stockholm,4 850 000 kr,villa,"Hässelby Södra Villastad, Stockholms kommun", 02 november 2023,15.223555441540647
17621,3 795 000 kr,+55 000 kr (+1 %),Villa,Äganderätt,2 rum,57 m²,,,2 285 m²,1962,30 466 kr/år,Ja,,Villa - Tyresö kommun - Såld 02 november 2023,Stockholm,3 850 000 kr,villa,Tyresö kommun, 02 november 2023,19.22425256310343
17622,7 800 000 kr,+500 000 kr (+6 %),Villa,Äganderätt,7 rum,227 m²,66 m²,,1 605 m²,2023,35 600 kr/år,,,"Villa - Järna, Södertälje kommun - Såld 02 november 2023",Stockholm,8 300 000 kr,villa,"Järna, Södertälje kommun", 02 november 2023,38.90692245768028
17623,5 175 000 kr,+175 000 kr (+3 %),Villa,Äganderätt,6 rum,94 m²,93 m²,,627 m²,1952,53 204 kr/år,,,"Villa - Vällingby - Råcksta, Stockholms kommun - Såld 02 november 2023",Stockholm,5 350 000 kr,villa,"Råcksta, Stockholms kommun", 02 november 2023,11.269427313107832
17624,2 895 000 kr,+115 000 kr (+4 %),Villa,Äganderätt,3 rum,112 m²,7 m²,,1 499 m²,1990,36 913 kr/år,,,"Villa - Mölnbo, Södertälje kommun - Såld 01 november 2023",Stockholm,3 010 000 kr,villa,"Mölnbo, Södertälje kommun", 01 november 2023,48.5187170838877
17625,10 995 000 kr,+1 205 000 kr (+11 %),Villa,Äganderätt,5 rum,129 m²,114 m²,,1 237 m²,1942,47 859 kr/år,Ja,,"Villa - Saltsjö-Duvnäs, Nacka kommun - Såld 01 november 2023",Stockholm,12 200 000 kr,villa,"Saltsjö-Duvnäs, Nacka kommun", 01 november 2023,7.924859880858431
17626,3 800 000 kr,+580 000 kr (+15 %),Villa,Äganderätt,7 rum,192 m²,53 m²,,1 141 m²,1963,60 780 kr/år,,,"Villa - Södertälje, Södertälje kommun - Såld 01 november 2023",Stockholm,4 380 000 kr,villa,"Södertälje, Södertälje kommun", 01 november 2023,29.098066677215986
17627,2 750 000 kr,+250 000 kr (+9 %),Villa,Äganderätt,4 rum,76 m²,25 m²,,1 398 m²,1963,34 135 kr/år,,,"Villa - Kungsängen, Upplands-Bro kommun - Såld 01 november 2023",Stockholm,3 000 000 kr,villa,"Kungsängen, Upplands-Bro kommun", 01 november 2023,24.963979701855084
17628,7 750 000 kr,+1 000 000 kr (+13 %),Villa,Äganderätt,5 rum,66 m²,66 m²,,513 m²,1940,39 348 kr/år,,,"Villa - Tallkrogen, Stockholms kommun - Såld 01 november 2023",Stockholm,8 750 000 kr,villa,"Tallkrogen, Stockholms kommun", 01 november 2023,6.030318927220662
17629,7 950 000 kr,+150 000 kr (+2 %),Villa,Äganderätt,5 rum,80 m²,46 m²,,550 m²,1923,51 378 kr/år,,,"Villa - Pungpinan / Bagarmossen / Kärringstan, Stockholms kommun - Såld 01 november 2023",Stockholm,8 100 000 kr,villa,"Pungpinan / Bagarmossen / Kärringstan, Stockholms kommun", 01 november 2023,not found
17630,2 995 000 kr,+105 000 kr (+4 %),Vinterbonat fritidshus,Äganderätt,4 rum,86 m²,,,2 502 m²,1968,7 933 kr/år,,,"Vinterbonat fritidshus - Södernäs, Värmdö kommun - Såld 01 november 2023",Stockholm,3 100 000 kr,villa,"Södernäs, Värmdö kommun", 01 november 2023,25.268200920763558
17631,5 495 000 kr,+275 000 kr (+5 %),Villa,Äganderätt,5 rum,145 m²,17 m²,,863 m²,1970,45 135 kr/år,,,"Villa - Viksjö, Järfälla kommun - Såld 31 oktober 2023",Stockholm,5 770 000 kr,villa,"Viksjö, Järfälla kommun", 31 oktober 2023,18.13054118622004
17632,7 250 000 kr,+135 000 kr (+2 %),Villa,Äganderätt,6 rum,130 m²,54 m²,Ja,670 m²,1901,70 500 kr/år,Ja,,"Villa - Spånga - Bromsten, Stockholms kommun - Såld 31 oktober 2023",Stockholm,7 385 000 kr,villa,"Bromsten, Stockholms kommun", 31 oktober 2023,10.931988519916851
17633,5 295 000 kr,+705 000 kr (+13 %),Villa,Äganderätt,4 rum,114 m²,107 m²,,850 m²,1957,60 300 kr/år,,,"Villa - Örby, Stockholms kommun - Såld 31 oktober 2023",Stockholm,6 000 000 kr,villa,"Örby, Stockholms kommun", 31 oktober 2023,6.441590980048202
17634,7 995 000 kr,+505 000 kr (+6 %),Villa,Äganderätt,8 rum,217 m²,51 m²,,1 003 m²,1980,48 675 kr/år,,,"Villa - Fornudden, Tyresö kommun - Såld 31 oktober 2023",Stockholm,8 500 000 kr,villa,"Fornudden, Tyresö kommun", 31 oktober 2023,13.402988225873134
17635,2 495 000 kr,+105 000 kr (+4 %),Villa,Äganderätt,3 rum,43 m²,,,1 977 m²,1976,21 814 kr/år,,,"Villa - Tungelsta, Haninge kommun - Såld 31 oktober 2023",Stockholm,2 600 000 kr,villa,"Tungelsta, Haninge kommun", 31 oktober 2023,24.620775669182358
17636,4 995 000 kr,+55 000 kr (+1 %),Villa,Äganderätt,4 rum,75 m²,71 m²,,1 453 m²,1944,21 870 kr/år,,,"Villa - Fullersta, Huddinge kommun - Såld 30 oktober 2023",Stockholm,5 050 000 kr,villa,"Fullersta, Huddinge kommun", 30 oktober 2023,11.283850799919177
17637,3 495 000 kr,+105 000 kr (+3 %),Villa,Äganderätt,5 rum,103 m²,49 m²,,1 046 m²,1938,56 515 kr/år,,,"Villa - Tungelsta, Haninge kommun - Såld 30 oktober 2023",Stockholm,3 600 000 kr,villa,"Tungelsta, Haninge kommun", 30 oktober 2023,24.620775669182358
17638,1 995 000 kr,+265 000 kr (+13 %),Villa,Äganderätt,3 rum,47 m²,,,3 019 m²,1977,19 481 kr/år,,,"Villa - Märsta - Lunda, Sigtuna kommun - Såld 29 oktober 2023",Stockholm,2 260 000 kr,villa,"Lunda, Sigtuna kommun", 29 oktober 2023,36.343624541196455
17639,4 295 000 kr,+255 000 kr (+6 %),Villa,Äganderätt,6 rum,120 m²,36 m²,,295 m²,1962,46 926 kr/år,,,"Villa - Odenslunda, Upplands Väsby kommun - Såld 29 oktober 2023",Stockholm,4 550 000 kr,villa,"Odenslunda, Upplands Väsby kommun", 29 oktober 2023,22.43270628440933
17640,5 295 000 kr,+55 000 kr (+1 %),Villa,Äganderätt,6 rum,154 m²,36 m²,,958 m²,2004,32 856 kr/år,Ja,,"Villa - Steningehöjden/Ölsta, Sigtuna kommun - Såld 27 oktober 2023",Stockholm,5 350 000 kr,villa,"Steningehöjden/Ölsta, Sigtuna kommun", 27 oktober 2023,37.121344688820734
17641,7 495 000 kr,+1 205 000 kr (+16 %),Villa,Äganderätt,5 rum,126 m²,15 m²,,2 490 m²,2004,43 948 kr/år,,,"Villa - Mörtnäs, Värmdö kommun - Såld 27 oktober 2023",Stockholm,8 700 000 kr,villa,"Mörtnäs, Värmdö kommun", 27 oktober 2023,21.327060643829284
17642,12 950 000 kr,+250 000 kr (+2 %),Villa,Äganderätt,9 rum,165 m²,153 m²,,1 523 m²,1940,52 900 kr/år,,,"Villa - Edsviken, Sollentuna kommun - Såld 27 oktober 2023",Stockholm,13 200 000 kr,villa,"Edsviken, Sollentuna kommun", 27 oktober 2023,10.419008414563764
17643,9 400 000 kr,+425 000 kr (+5 %),Villa,Äganderätt,5 rum,93 m²,,,614 m²,1927,49 765 kr/år,,,"Villa - Gamla Enskede, Stockholms kommun - Såld 27 oktober 2023",Stockholm,9 825 000 kr,villa,"Gamla Enskede, Stockholms kommun", 27 oktober 2023,5.124117881026258
17644,7 895 000 kr,+230 000 kr (+3 %),Villa,Äganderätt,6 rum,169 m²,3 m²,,1 111 m²,2017,33 366 kr/år,,,"Villa - Färingsö Stenhamra, Ekerö kommun - Såld 27 oktober 2023",Stockholm,8 125 000 kr,villa,"Färingsö Stenhamra, Ekerö kommun", 27 oktober 2023,20.705538159471182
17645,4 995 000 kr,+155 000 kr (+3 %),Villa,Äganderätt,4 rum,95 m²,9 m²,,2 816 m²,1912,39 906 kr/år,,,"Villa - Gudö/Vendelsö, Haninge kommun - Såld 27 oktober 2023",Stockholm,5 150 000 kr,villa,"Gudö/Vendelsö, Haninge kommun", 27 oktober 2023,15.464943520009022
17646,495 000 kr,+5 000 kr (+1 %),Villa,Äganderätt,,,,,1 103 m²,,4 200 kr/år,,,"Villa - Mölnbo, Södertälje kommun - Såld 27 oktober 2023",Stockholm,500 000 kr,villa,"Mölnbo, Södertälje kommun", 27 oktober 2023,48.5187170838877
17647,4 795 000 kr,+605 000 kr (+13 %),Villa,Äganderätt,7 rum,110 m²,45 m²,,1 073 m²,1958,28 806 kr/år,Ja,,"Villa - Stuvsta/stensängen, Huddinge kommun - Såld 27 oktober 2023",Stockholm,5 400 000 kr,villa,"Stuvsta/stensängen, Huddinge kommun", 27 oktober 2023,not found
17648,4 995 000 kr,+55 000 kr (+1 %),Villa,Äganderätt,9 rum,159 m²,37 m²,,1 039 m²,1978,66 603 kr/år,,,"Villa - Margretelund, Österåkers kommun - Såld 27 oktober 2023",Stockholm,5 050 000 kr,villa,"Margretelund, Österåkers kommun", 27 oktober 2023,21.223293345951042
17649,7 395 000 kr,+205 000 kr (+3 %),Villa,Äganderätt,7 rum,98 m²,133 m²,,745 m²,1946,35 940 kr/år,Ja,,"Villa - Tallkrogen, Stockholms kommun - Såld 27 oktober 2023",Stockholm,7 600 000 kr,villa,"Tallkrogen, Stockholms kommun", 27 oktober 2023,6.030318927220662
17650,5 995 000 kr,+405 000 kr (+7 %),Villa,Äganderätt,6 rum,189 m²,,,1 304 m²,2011,31 972 kr/år,,,"Villa - Trollbäcken, Tyresö kommun - Såld 27 oktober 2023",Stockholm,6 400 000 kr,villa,"Trollbäcken, Tyresö kommun", 27 oktober 2023,13.639419101788388
17651,2 950 000 kr,+50 000 kr (+2 %),Villa,Äganderätt,4 rum,80 m²,126 m²,Ja,1 741 m²,1947,29 400 kr/år,Ja,,"Villa - Järna, Södertälje kommun - Såld 27 oktober 2023",Stockholm,3 000 000 kr,villa,"Järna, Södertälje kommun", 27 oktober 2023,38.90692245768028
17652,5 495 000 kr,+255 000 kr (+5 %),Villa,Äganderätt,7 rum,161 m²,,,757 m²,1985,31 059 kr/år,Ja,,"Villa - Segeltorp, Huddinge kommun - Såld 27 oktober 2023",Stockholm,5 750 000 kr,villa,"Segeltorp, Huddinge kommun", 27 oktober 2023,9.085467513929755
17653,5 700 000 kr,+900 000 kr (+16 %),Villa,Äganderätt,4 rum,112 m²,,,466 m²,1969,54 782 kr/år,,,"Villa - Ingarö Björkvik, Värmdö kommun - Såld 27 oktober 2023",Stockholm,6 600 000 kr,villa,"Ingarö Björkvik, Värmdö kommun", 27 oktober 2023,29.06616217413679
17654,890 000 kr,+220 000 kr (+25 %),Villa,Tomträtt,3 rum,58 m²,10 m²,,1 700 m²,1957,22 500 kr/år,Ja,,"Villa - Hovsjö 9, Södertälje kommun - Såld 27 oktober 2023",Stockholm,1 110 000 kr,villa,"Hovsjö 9, Södertälje kommun", 27 oktober 2023,31.605585451873754
17655,9 500 000 kr,+150 000 kr (+2 %),Villa,Äganderätt,7 rum,138 m²,56 m²,,730 m²,1932,53 943 kr/år,Ja,,"Villa - Långbro, Stockholms kommun - Såld 27 oktober 2023",Stockholm,9 650 000 kr,villa,"Långbro, Stockholms kommun", 27 oktober 2023,6.934557438163779
17656,11 300 000 kr,+450 000 kr (+4 %),Villa,Äganderätt,6 rum,164 m²,36 m²,,1 165 m²,1972,45 292 kr/år,,,"Villa - Danderyd, Danderyds kommun - Såld 26 oktober 2023",Stockholm,11 750 000 kr,villa,"Danderyd, Danderyds kommun", 26 oktober 2023,9.052909355805278
17657,5 990 000 kr,+160 000 kr (+3 %),Villa,Äganderätt,8 rum,179 m²,,,2 175 m²,1976,41 000 kr/år,,,"Villa - Södra kopparmora, Värmdö kommun - Såld 26 oktober 2023",Stockholm,6 150 000 kr,villa,"Södra kopparmora, Värmdö kommun", 26 oktober 2023,29.141795549172247
17658,10 450 000 kr,+1 150 000 kr (+11 %),Villa,Äganderätt,6 rum,131 m²,93 m²,,1 110 m²,2006,53 477 kr/år,,,"Villa - Kummelnäs, Nacka kommun - Såld 26 oktober 2023",Stockholm,11 600 000 kr,villa,"Kummelnäs, Nacka kommun", 26 oktober 2023,12.192310931783267
17659,8 495 000 kr,+605 000 kr (+7 %),Villa,Äganderätt,5 rum,139 m²,10 m²,,419 m²,2021,31 174 kr/år,,,"Villa - Ältadalen, Nacka kommun - Såld 26 oktober 2023",Stockholm,9 100 000 kr,villa,"Ältadalen, Nacka kommun", 26 oktober 2023,10.652741529457767
17660,4 395 000 kr,+55 000 kr (+1 %),Villa,Äganderätt,7 rum,152 m²,,,281 m²,1978,55 100 kr/år,,,"Villa - Brunna - Kungsängen, Upplands-Bro kommun - Såld 26 oktober 2023",Stockholm,4 450 000 kr,villa,"Kungsängen, Upplands-Bro kommun", 26 oktober 2023,24.963979701855084
17661,6 395 000 kr,+1 680 000 kr (+26 %),Villa,Äganderätt,5 rum,141 m²,100 m²,,1 293 m²,1971,41 237 kr/år,,,"Villa - Hanviken, Tyresö kommun - Såld 26 oktober 2023",Stockholm,8 075 000 kr,villa,"Hanviken, Tyresö kommun", 26 oktober 2023,12.779738917431176
17662,11 850 000 kr,+1 150 000 kr (+10 %),Villa,Äganderätt,6 rum,141 m²,60 m²,,660 m²,1922,41 598 kr/år,,,"Villa - Enskededalen, Stockholms kommun - Såld 26 oktober 2023",Stockholm,13 000 000 kr,villa,"Enskededalen, Stockholms kommun", 26 oktober 2023,5.2110161879924695
17663,5 495 000 kr,+155 000 kr (+3 %),Villa,Äganderätt,6 rum,116 m²,141 m²,,997 m²,1968,62 690 kr/år,Ja,,"Villa - Tyresö, Tyresö kommun - Såld 26 oktober 2023",Stockholm,5 650 000 kr,villa,"Tyresö, Tyresö kommun", 26 oktober 2023,16.532718300506904
17664,2 495 000 kr,+1 310 000 kr (+53 %),Villa,Äganderätt,3 rum,74 m²,46 m²,,1 525 m²,1924,,,,"Villa - Snättringe, Huddinge kommun - Såld 26 oktober 2023",Stockholm,3 805 000 kr,villa,"Snättringe, Huddinge kommun", 26 oktober 2023,8.941219183096116
17665,4 895 000 kr,+155 000 kr (+3 %),Villa,Äganderätt,7 rum,169 m²,,,459 m²,1972,39 850 kr/år,,,"Villa - Tråsättra, Österåkers kommun - Såld 25 oktober 2023",Stockholm,5 050 000 kr,villa,"Tråsättra, Österåkers kommun", 25 oktober 2023,22.968783931734556
17666,8 695 000 kr,+765 000 kr (+9 %),Villa,Äganderätt,5 rum,118 m²,31 m²,,594 m²,1944,45 430 kr/år,Ja,,"Villa - Tallkrogen, Stockholms kommun - Såld 25 oktober 2023",Stockholm,9 460 000 kr,villa,"Tallkrogen, Stockholms kommun", 25 oktober 2023,6.030318927220662
17667,6 195 000 kr,+1 105 000 kr (+18 %),Villa,Äganderätt,5 rum,170 m²,,,1 044 m²,1990,52 150 kr/år,,,"Villa - Vega, Haninge kommun - Såld 25 oktober 2023",Stockholm,7 300 000 kr,villa,"Vega, Haninge kommun", 25 oktober 2023,15.884606867872265
17668,3 995 000 kr,+105 000 kr (+3 %),Villa,Äganderätt,5 rum,127 m²,10 m²,,2 860 m²,1991,56 748 kr/år,,,"Villa - Saltarö, Värmdö kommun - Såld 25 oktober 2023",Stockholm,4 100 000 kr,villa,"Saltarö, Värmdö kommun", 25 oktober 2023,30.417058170830018
17669,4 395 000 kr,+305 000 kr (+7 %),Villa,Äganderätt,3 rum,101 m²,,,1 009 m²,2001,32 609 kr/år,,,"Villa - Tullinge Villastad, Botkyrka kommun - Såld 25 oktober 2023",Stockholm,4 700 000 kr,villa,"Tullinge Villastad, Botkyrka kommun", 25 oktober 2023,14.843533894943299
17670,6 495 000 kr,+171 000 kr (+3 %),Villa,Äganderätt,6 rum,160 m²,87 m²,Ja,1 030 m²,1936,14 850 kr/år,Ja,,"Villa - Segeltorp, Huddinge kommun - Såld 25 oktober 2023",Stockholm,6 666 000 kr,villa,"Segeltorp, Huddinge kommun", 25 oktober 2023,9.085467513929755
17671,2 795 000 kr,+165 000 kr (+6 %),Villa,Äganderätt,6 rum,120 m²,,,403 m²,1973,47 152 kr/år,,,"Villa - Jordbro, Haninge kommun - Såld 25 oktober 2023",Stockholm,2 960 000 kr,villa,"Jordbro, Haninge kommun", 25 oktober 2023,20.647457738538847
17672,3 250 000 kr,+575 000 kr (+18 %),Villa,Äganderätt,5 rum,130 m²,,,307 m²,1978,40 441 kr/år,,,"Villa - Lindholmen, Vallentuna kommun - Såld 24 oktober 2023",Stockholm,3 825 000 kr,villa,"Lindholmen, Vallentuna kommun", 24 oktober 2023,28.951314698086478
17673,4 395 000 kr,+155 000 kr (+4 %),Villa,Äganderätt,6 rum,90 m²,90 m²,,1 571 m²,1962,22 555 kr/år,,,"Villa - Tungelsta, Haninge kommun - Såld 24 oktober 2023",Stockholm,4 550 000 kr,villa,"Tungelsta, Haninge kommun", 24 oktober 2023,24.620775669182358
17674,5 550 000 kr,+120 000 kr (+2 %),Villa,Äganderätt,7 rum,161 m²,,,547 m²,1975,21 900 kr/år,,,"Villa - Rosendal, Vallentuna kommun - Såld 24 oktober 2023",Stockholm,5 670 000 kr,villa,"Rosendal, Vallentuna kommun", 24 oktober 2023,35.73324613041186
17675,9 395 000 kr,+605 000 kr (+6 %),Villa,Äganderätt,7 rum,162 m²,77 m²,Ja,860 m²,1933,45 531 kr/år,Ja,,"Villa - Älvsjö - Örby, Stockholms kommun - Såld 24 oktober 2023",Stockholm,10 000 000 kr,villa,"Örby, Stockholms kommun", 24 oktober 2023,6.441590980048202
17676,5 395 000 kr,+305 000 kr (+6 %),Villa,Äganderätt,6 rum,123 m²,94 m²,,800 m²,1963,65 899 kr/år,,,"Villa - Ekerö Träkvista, Ekerö kommun - Såld 24 oktober 2023",Stockholm,5 700 000 kr,villa,"Ekerö Träkvista, Ekerö kommun", 24 oktober 2023,16.790223988053015
17677,7 570 000 kr,+150 000 kr (+2 %),Villa,Äganderätt,6 rum,140 m²,10 m²,,713 m²,2017,38 037 kr/år,,,"Villa - Bällstaberg, Vallentuna kommun - Såld 24 oktober 2023",Stockholm,7 720 000 kr,villa,"Bällstaberg, Vallentuna kommun", 24 oktober 2023,20.76541531424985
17678,5 195 000 kr,+205 000 kr (+4 %),Villa,Äganderätt,6 rum,100 m²,60 m²,,1 049 m²,1955,45 029 kr/år,,,"Villa - Vega, Haninge kommun - Såld 24 oktober 2023",Stockholm,5 400 000 kr,villa,"Vega, Haninge kommun", 24 oktober 2023,15.884606867872265
17679,4 495 000 kr,+155 000 kr (+3 %),Villa,Bostadsrätt,4 rum,"92,7 m²",,,,1996,23 760 kr/år,Ja,,"Villa - Viby, Sollentuna kommun - Såld 23 oktober 2023",Stockholm,4 650 000 kr,villa,"Viby, Sollentuna kommun", 23 oktober 2023,17.84150434742966
17680,4 195 000 kr,+25 000 kr (+1 %),Villa,Äganderätt,5 rum,139 m²,,,1 555 m²,1981,47 066 kr/år,,,"Villa - Sigtuna - Västra, Sigtuna kommun - Såld 23 oktober 2023",Stockholm,4 220 000 kr,villa,"Västra, Sigtuna kommun", 23 oktober 2023,42.14614978224951
17681,7 900 000 kr,+175 000 kr (+2 %),Villa,Äganderätt,5 rum,122 m²,,,262 m²,1978,55 188 kr/år,,,"Villa - Tegelhagen, Sollentuna kommun - Såld 23 oktober 2023",Stockholm,8 075 000 kr,villa,"Tegelhagen, Sollentuna kommun", 23 oktober 2023,10.571707866539827
17682,9 950 000 kr,+1 400 000 kr (+14 %),Villa,Äganderätt,7 rum,96 m²,67 m²,,499 m²,1931,38 726 kr/år,,,"Villa - Enskedefältet, Stockholms kommun - Såld 21 oktober 2023",Stockholm,11 350 000 kr,villa,"Enskedefältet, Stockholms kommun", 21 oktober 2023,4.576201446495863
17683,1 395 000 kr,+755 000 kr (+54 %),Villa,Äganderätt,3 rum,86 m²,,,3 050 m²,1909,9 391 kr/år,,,"Villa - Mölnbo, Södertälje kommun - Såld 21 oktober 2023",Stockholm,2 150 000 kr,villa,"Mölnbo, Södertälje kommun", 21 oktober 2023,48.5187170838877
17684,8 700 000 kr,+180 000 kr (+2 %),Villa,Äganderätt,8 rum,230 m²,,,958 m²,1978,40 500 kr/år,,,"Villa - Runby, Upplands Väsby kommun - Såld 21 oktober 2023",Stockholm,8 880 000 kr,villa,"Runby, Upplands Väsby kommun", 21 oktober 2023,24.125014863406708
17685,16 000 000 kr,+300 000 kr (+2 %),Villa,Äganderätt,6 rum,166 m²,78 m²,,889 m²,1926,24 408 kr/år,,,"Villa - Bromma - Äppelviken, Stockholms kommun - Såld 20 oktober 2023",Stockholm,16 300 000 kr,villa,"Äppelviken, Stockholms kommun", 20 oktober 2023,5.692308373863161
17686,4 300 000 kr,+600 000 kr (+14 %),Villa,Äganderätt,5 rum,108 m²,40 m²,,756 m²,1966,39 553 kr/år,,,"Villa - Fågelsången, Norrtälje kommun - Såld 20 oktober 2023",Stockholm,4 900 000 kr,villa,"Fågelsången, Norrtälje kommun", 20 oktober 2023,61.6280788429882
